Gaussian Generator(1.0): mean=1.0,stDev=1.0
1.0, -0.8597312576301746
2.0, 0.7188784463336249
2.0, 1.9162919254171187
1.5, 0.47535337053532345
1.0, 0.28747371127380106
1.5, 2.5615353073394362
1.5, 2.0772655700537115
1.5, 2.4894407478705447
2.0, 2.7104920908654693
1.5, -0.29656476314586255
1.0, -0.25735997508237696
1.0, -0.8555227642273766
2.0, 0.9506259255226799
1.5, -0.35965221663540525
1.0, 0.533502772788935
1.0, 1.8869671620023705
2.0, 1.4287995835099154
2.0, 0.6349464886963021
2.0, 1.932042009692329
2.0, 2.998624682986538
2.0, 1.5566001482229792
1.5, 1.4940467053796491
2.0, 2.7903486666917185
1.5, 0.6643325323161144
1.5, 2.354677568077923
1.5, 1.8313171941566586
1.5, 1.3158928353794022
1.0, 2.4601935610366743
2.0, 2.4398931402494637
2.0, 1.4028365809722767
1.5, 2.9819905359168883
1.5, 2.986701721352775
2.0, 3.2150031064334605
2.0, 1.3771958390931838
1.5, 2.2613444642323097
2.0, 3.4867930252757655
1.5, 2.0350075748490584
1.5, -0.1651021357126905
1.5, 1.7277937373065315
1.5, 1.3884191617869308
2.0, 0.49280499786708765
2.0, -0.19296163288457224
2.0, 0.5082751423724912
1.5, 1.3405720289097078
2.0, -0.2076649492270186
1.0, 0.9409406302311109
2.0, 2.33637190607564
1.0, 1.2111010465764138
1.0, 0.5381450371695753
1.0, 1.4525890724191055
1.5, 1.5264728272048422
1.0, 1.8094571371535642
1.5, 2.5661578790159743
1.5, 0.9336127265264471
1.5, 2.0406237126921205
1.5, 3.6068222573022424
1.0, 2.1426658435862134
1.0, 0.9952472250633453
1.5, 1.7332872214703234
1.0, 2.108331333402064
1.5, -0.242962890706641
2.0, 1.7553737868848662
1.0, 0.3780298296175897
1.5, 1.723355340665273
1.0, 0.44951881673096183
1.5, 1.6068101960972394
1.5, 1.2199483824500161
1.0, 0.1531358766921489
1.0, -0.1473855131459838
2.0, -0.2640171637001938
1.5, 1.25361688154571
1.0, -1.1879371762788047
1.5, 0.01355307071552958
2.0, 1.892903197859706
1.5, 2.044599511470405
1.0, 1.4111164322100902
1.0, 2.0628894631216896
1.0, -1.2760567024181233
1.5, 1.8847425090500702
1.0, 0.5927391519396994
1.0, -0.15570553504807583
2.0, 3.1316609836087363
1.0, 0.5630830651251204
1.0, 0.21898768158094806
2.0, 1.710451032936286
1.0, 1.687196989616933
2.0, 1.0230334938088428
1.0, -0.7181054001053482
1.0, 1.5376667703564768
1.5, 1.1824560266247532
1.5, 2.2632770068085892
1.0, 0.18450158499712677
1.0, 1.1038345626449837
1.0, 0.18654672382912119
2.0, 0.34760672705016504
1.0, 1.5413947022202532
2.0, 1.6800166743922667
1.5, 2.990832006021981
1.0, 1.597086017947704
2.0, 3.139278346262302
1.5, 2.3870483646801572
1.5, 0.517582754354602
1.0, 1.8537816811564207
1.5, 2.7365665986811467
1.0, 0.8834891623294316
1.5, -0.15763982326191806
2.0, 1.0880890433086519
2.0, 4.379539209395622
1.0, 0.8294283499114368
1.5, 0.10336706116900807
2.0, 2.438900299288274
1.0, 0.801030620591574
1.5, 2.5803659664007466
1.0, 2.1797927819939766
2.0, 1.560607434889516
1.0, 1.2601380621397855
1.5, 1.6159239863315618
2.0, 0.4798092714660456
2.0, 3.237353389880532
1.0, -0.4056010276789861
1.5, 1.832111333032678
2.0, 1.5145211844744666
1.5, 2.1398887506844084
1.0, 1.0758147638333275
1.0, -0.29741990659077366
1.0, 1.2917512573584653
1.0, 1.1067729149104313
1.5, 2.6655514117231256
1.0, -0.9332287553551193
1.0, 1.489094921369822
1.5, 1.2706865972648944
2.0, 1.9824723951265004
1.5, 0.4512074466320155
1.5, 1.5941549855792103
1.5, 1.7615048253833736
1.0, 0.3124064109577662
1.0, 0.45003367102652014
1.5, -0.19949834460107807
1.5, -0.6542805479853442
1.5, 1.7506377095221208
1.5, 0.9258829706066504
2.0, 2.618181954415097
2.0, 2.4277265150882745
2.0, 3.874948285851818
1.5, 1.300854537176739
1.0, 2.203247036462476
1.5, 0.8616468485808362
1.0, 1.378869728344931
2.0, -1.0979637533872078
1.0, 0.4043562470755224
1.5, 0.7457370571138091
2.0, 1.600250558977603
2.0, 1.330259169880972
2.0, 2.5494171517337874
1.5, 0.7220328004447325
1.0, 1.5554590516276323
1.0, 1.4834484313907048
1.5, 2.2418642513554796
1.0, 3.2783095664960578
2.0, 1.5658857518526774
2.0, 3.1038223396190308
2.0, 2.214780939518014
1.0, 1.0655752449174885
2.0, -0.07341413560621346
1.5, -0.9126074039598326
2.0, -0.3490224927797527
2.0, 1.383845552877498
2.0, 1.310978340605942
1.5, 3.8752218646913943
1.5, 0.006171185032241899
1.5, 0.8145819662719218
1.5, 1.009230688051364
1.0, 0.7727019495906842
1.0, 1.3413065641046704
2.0, 2.838708892513754
1.0, 2.1619942518775996
1.5, 1.4871313885889081
1.5, 1.9099485439519626
2.0, 2.912172378109278
1.0, 1.355709153699784
2.0, 1.3353502389515977
2.0, 3.1054007082056776
2.0, 2.1244356400251396
2.0, 1.0333652473929713
1.5, 2.797827055453439
2.0, 2.94620925048667
1.0, 1.2961183595939787
2.0, 2.2134400924612567
1.5, 2.841673925829248
1.5, 1.0471029854941432
1.0, 2.947417943619552
1.0, 1.63464436598345
1.0, 1.1750097475192873
1.5, 0.926977642460295
1.0, 0.6381417558817797
1.5, 1.8139691064167165
2.0, 3.0684863997974317
1.0, 0.15427860446150754
1.5, 1.2170320489308184
1.0, -0.6120337439951331
1.0, 0.02319366718583271
2.0, 2.662112296883918
2.0, 1.2482250546643971
2.0, 3.831942109458904
1.0, 2.2717457592923243
1.0, 0.4880494480564661
2.0, 3.115993766918405
2.0, 1.591885878549902
1.5, 1.185574580749051
1.0, 0.42371540474009195
1.5, 2.003901241235162
1.5, 3.2588319336124023
1.5, -1.0572226019981739
1.0, 1.0437533822154366
1.5, 0.8704133452532914
1.0, 1.009942322564787
2.0, 3.8860815221727294
2.0, -0.5448468345783857
2.0, 1.3418688498382907
2.0, 1.6527272655963772
1.0, 1.31535473934892
1.5, 1.513740644033541
1.5, 1.9390170159699103
2.0, 1.981543763735382
2.0, 3.224998862230134
2.0, 2.5113497198715726
2.0, 0.2029088250484974
1.0, 2.4021000438812377
1.5, 0.7456942493372366
1.5, 1.0279717465290614
2.0, 1.8913848182496429
1.5, 3.345713631952295
1.5, 3.6239379542719727
1.0, 1.8743316515329829
1.5, 1.4065302148290846
2.0, 3.911987780502436
1.0, 1.4562720391517983
1.5, 2.4913939374664764
2.0, 2.5194125689780966
2.0, 1.9910251413211624
1.0, 0.6284754613988313
1.0, 0.517440708521433
1.0, 1.3344601129730411
1.0, 0.2603622773012977
1.5, 2.302994985439196
1.5, -0.7031618973838243
2.0, 1.4441746667235078
1.5, 1.5464783419617554
1.0, 0.06636051730111625
1.5, 0.5424520503750927
2.0, 1.6459871408181939
1.0, 1.3986809943529457
1.5, 0.9364759558878551
2.0, 3.2873955088632956
2.0, 1.1502646456823573
1.0, -0.5563507449604483
1.5, 2.6875407515899292
1.5, 1.5114744234769808
2.0, 3.710835055205325
1.0, 0.5934467176001519
2.0, 1.654012184430262
1.5, 2.3142948631252063
2.0, 1.396120676030296
1.0, 1.765909091441133
1.5, -0.4348436453830915
1.0, 0.059705027267116684
2.0, 2.8662594045173027
1.0, 2.8327078765940406
1.0, 0.9176173382625968
1.0, 2.089455821834437
1.5, 2.0382111847504665
1.5, 0.15866735574072566
1.0, 0.8392638398064345
1.5, 0.7218469282562308
2.0, 3.3392346547452862
1.5, 2.1937364712058
1.0, 0.902435568514871
1.5, 1.4169397142722986
1.0, -0.1332350075303974
1.5, 3.573388690214034
2.0, 4.331944507503627
1.5, 0.7772534174105103
1.0, 1.6939967360481547
1.5, 0.9525389970806311
2.0, 1.7820094184572421
2.0, 1.4255180849130211
1.0, 0.651045422861269
2.0, 2.7266377407143056
1.0, -0.08884161527374235
1.0, 1.994208568170301
1.0, 2.518555258397653
1.0, 0.7138127908876438
2.0, 2.9024643533597954
1.5, 1.4299673843970706
1.0, 1.1231846117325852
1.0, 2.1368714343419235
1.0, 1.3348000358358016
1.5, 2.2784060799467745
1.5, 0.6199099879764782
1.5, 0.26541057875593066
1.5, 2.4337617290762896
1.5, 2.0010707265964314
1.5, 1.4552080239826433
1.5, 3.077880604736543
1.5, 0.3341031705289885
1.5, 0.6844264313001404
1.0, -0.06896685039569372
1.0, -0.3673163085244524
1.5, 0.850517348156539
1.5, 0.41753636191108967
1.5, -0.5913857969349419
2.0, 0.7976273807052208
1.5, 2.4516081715430866
2.0, 2.4329113605923802
2.0, 1.2123931658737181
1.5, 0.899236766731403
1.5, 1.8123016239899141
1.5, 0.6281815905633703
2.0, 1.4084515305895366
1.0, 2.8903365691460454
1.0, 2.0549252064136176
2.0, 2.3550920401914386
1.5, 2.167719247151485
1.0, 1.5506370007011994
1.0, 0.8083164447406032
1.5, 1.8669576459501458
1.0, 1.5418749357774824
2.0, 2.2543715895481067
1.0, 1.083255483071581
1.5, 1.5045387557043166
1.0, 2.1839008839508263
1.0, -1.1005568958532321
2.0, 0.4778114852704909
2.0, 3.2342406791306155
1.5, 0.09619276466217253
1.0, 0.5920903953186885
1.5, 0.3378842316735695
1.0, -0.12328242099083453
1.0, 1.4801178155616377
2.0, 2.0061922441381808
2.0, 2.621457375706575
1.0, 3.256010713449042
1.5, 0.6485623311986711
1.5, 1.608765078731743
2.0, 3.864800050911673
2.0, 2.207354586718905
2.0, 1.061529860787977
1.5, -0.8368543631710166
2.0, 1.6089818790541097
1.5, 1.2607482068168179
1.5, 0.9056835444157124
1.0, 0.9868507178094105
1.5, 2.09885246486866
1.0, -0.2063168741389645
2.0, 2.0875881330634307
1.0, 0.6476184085534298
2.0, 1.2476972192379745
1.5, 0.32755173112364155
2.0, 1.3511112201825026
1.5, 1.0982946435937613
2.0, 1.4537527458113413
2.0, 2.8147720949753814
1.5, 1.8056970168375788
2.0, 2.74507416469097
1.5, 1.02350358777372
1.5, 1.6075370146216468
2.0, 2.0391712802141986
1.0, -0.748437944562907
1.5, 0.8836354326479614
2.0, 4.499481800475198
1.5, 2.051292539764737
1.5, 2.89099602836826
2.0, 1.7856504859453524
2.0, 1.7897782936288769
1.0, -0.679672501841674
1.0, -0.9482730054130106
1.0, 1.6069787777832227
2.0, 2.8396032420586534
1.5, 0.8109523082428843
1.5, 1.858618597147161
2.0, 2.812128864118446
1.0, 1.0675650128396275
2.0, 2.842568470044978
2.0, 0.5994644098337003
1.5, 1.1216641127513634
2.0, 2.3117333875389368
1.5, 1.5847670461028922
2.0, 0.8027266566128406
1.0, 2.528526451024919
2.0, 0.7799571343398866
2.0, 1.146446688660523
2.0, 2.1225552213048218
2.0, 1.2503613862951357
2.0, 1.2168914418409935
1.0, 1.8126762970229695
1.0, 0.38265725871439427
1.5, 1.3190640541698864
1.5, 2.162916005892492
2.0, 2.320941017949407
1.5, 1.4373966986841795
1.0, 1.2167939483833712
2.0, 1.2451663434919489
2.0, 3.3933593933032347
2.0, 0.02753080631187621
2.0, 2.9791777004958986
1.5, 0.7231205412118937
1.5, 1.1980393768443987
1.0, 0.9019960875929471
2.0, 0.23330940584455795
2.0, 2.6936474916266917
1.0, 1.4324315560777705
1.0, 0.793543997151319
1.5, 0.09161215535260081
1.5, 0.6034265779644185
1.5, 1.870132549787898
2.0, 3.095247719624269
2.0, 2.847945762602183
2.0, 2.7557512111319324
2.0, 2.3616746556647135
1.0, 2.2985762089417117
1.0, 1.0835845838934945
1.5, 1.2218401483262755
2.0, 4.084547055328349
1.5, 1.8184882802926663
1.5, 0.8459648101580529
2.0, 4.751894595772052
1.0, 2.1128743723501566
1.5, 1.021756011165672
2.0, 0.9470183318916161
1.5, 3.9580558413471505
2.0, 1.8032278641585067
1.5, 0.39984518612177844
2.0, 2.1277666548728593
1.5, 2.3904677462771167
1.5, 3.690072414917656
1.5, 3.0528505761377867
1.0, 0.7521208372122544
1.0, 1.9523645452746725
1.0, 0.8067674466701968
1.5, 2.5074607990083413
1.0, -0.012939511695655437
2.0, 2.5266136756651667
1.0, 1.4213544898719024
2.0, 3.567135483661972
1.0, 0.920318122577559
2.0, 1.7713211462580583
1.5, 2.9865165386319426
2.0, 0.929999888075121
2.0, 1.0126073082913054
1.5, 1.997653824751322
1.5, 1.1410241381185169
2.0, 3.7152197435075767
2.0, 0.698625586969426
2.0, 1.9981038127653348
1.5, 3.5907070653113524
2.0, 4.386398489005375
1.5, 1.4214391606298125
1.0, 0.08031571395335779
1.0, 1.9264977940687746
2.0, 2.736105248902816
2.0, 2.1865993187764636
1.5, 2.427469289758248
1.0, 0.5211873659596451
1.0, 0.48307779719366206
1.5, 0.04072768315364961
1.0, 0.46814152108902296
1.0, 2.4055298139128887
2.0, 2.1343856119733395
1.5, 2.3537349872056947
1.5, 2.4604338559723504
1.5, 1.7622127440283435
2.0, 2.022605113811141
2.0, 1.600644811002236
1.5, 3.7790432062110946
1.0, 0.13062717001766244
1.0, 2.793187378018551
1.0, 1.1762532843963207
1.0, 1.0818178080905567
1.5, 2.0630274347241637
1.0, 1.3894183738639676
1.0, 0.006099365861717776
1.5, 0.7393002444023806
2.0, 1.4055341706975586
2.0, 2.1402768935764405
2.0, 4.611633541013751
1.5, 1.4156512962133687
2.0, 1.9387270412518158
2.0, 1.0463787808991478
1.5, 1.4537994101122946
1.0, 0.8506776474361974
2.0, 0.936413113413203
2.0, 1.9058580865351542
2.0, 1.8660967128221364
2.0, 0.650569617412438
2.0, 2.4067515347657227
1.5, 1.7072054463917379
2.0, 1.2805404506444424
2.0, 2.1249504073944845
1.5, 1.4265589573046855
1.0, 0.42511098176089823
1.5, 0.7909689016423197
1.5, 3.3327294389632276
2.0, 2.08794905117146
2.0, 2.1578713169566757
1.5, 0.5888053698935016
1.0, 1.3405802763451353
2.0, 2.8893424091906725
1.0, 0.7428980235829197
1.0, -1.2349282556734376
1.0, -0.594816560916879
2.0, 2.0771421122211464
2.0, 1.0226838050879548
1.5, 0.6093266295308318
2.0, 1.2139693403525542
1.0, 0.23802027292401373
1.0, -0.18517366319138007
1.5, 1.5049064829879897
1.5, 2.725828177865995
1.0, 0.5556756936067643
2.0, 2.4553023588719167
1.5, 0.6322558759156086
1.5, 0.21719620678050533
2.0, 0.3922709023061015
2.0, 0.1363135981551744
2.0, 1.0555485390654642
1.0, 1.4486941601469958
1.0, -0.8280522159688402
1.0, 0.713149165720161
2.0, 1.4298803226665404
1.5, 0.9194437493845042
1.5, 1.0603648550741953
1.5, 2.181281190867204
1.5, 1.5392609928721754
2.0, 2.8699919361211053
1.5, 2.098398434084691
1.5, 0.8964610226086969
1.5, 1.964527149946333
1.0, 1.5497505695743792
1.5, 0.015041705971381436
2.0, 2.1145989752369125
1.5, -1.0470566459687536
1.5, -0.3880296143762003
1.5, 0.827776599719858
1.5, 2.382661538769128
1.5, 0.8533722143525121
1.5, 1.364292145999756
1.0, 1.1963346490008415
2.0, 0.8910279452864689
1.0, 1.3459500685220247
2.0, 1.7920479639762532
2.0, 1.679861757001654
2.0, 2.2733120035694516
1.5, 1.4191991840932898
1.5, 0.7843947301730473
2.0, 2.3213779329133453
1.0, 2.476778650066361
1.0, 2.151612513547894
1.0, 1.0234030575754276
2.0, 1.041687290150334
2.0, 3.475955761784409
2.0, 1.553564010277371
2.0, 1.6593191291173002
1.0, 1.7504594759931593
1.5, 0.20996049249632187
2.0, 1.600996695867817
1.5, 3.07596293487995
1.5, 1.71576218574926
1.5, 2.389386444823786
1.0, 0.2682027774621464
1.0, 2.47580224618137
1.0, 1.3241078466168754
1.5, 2.0709581033735485
1.0, 1.3743717692334472
1.0, 2.6274733178830085
1.0, -0.5443258989826474
1.0, 1.6444846423324493
1.5, 1.5565391251246359
1.5, 1.5224136342963501
1.5, 1.341575447371879
1.0, 1.9795980147935412
1.0, 0.4715480712625789
2.0, 2.642930180177414
1.5, 0.45388641413176134
1.5, 0.4196899479321341
1.5, 2.267464770937904
1.5, 1.348347733497927
1.0, -0.08224062190189119
1.0, 2.8590484379114844
1.5, 0.7994337621448445
2.0, 2.7609718783938004
1.0, 1.2986819563023964
1.0, -0.7513788688610736
1.0, 3.0415380648957044
2.0, 0.8153488768382549
1.0, 0.9150774470207642
1.0, 0.9835858691809409
1.5, 1.9563486963207766
1.5, 1.286168739802915
1.0, 1.2431531878889845
2.0, 2.476511667891688
1.5, 1.216755286373927
2.0, 1.3058060690910067
1.5, 1.6770945245156743
1.5, 1.270463337431815
2.0, 1.7849766817368684
1.5, -0.03449576563435941
1.0, 0.8168606668324984
2.0, 1.3848165055490023
2.0, 2.604064105821591
2.0, 2.583083382733466
1.5, 0.5279892009838713
1.0, 1.937442093964271
1.0, 1.1737309237998361
2.0, 3.142941782342958
2.0, 1.4979930004670332
1.5, 1.2769005514357301
1.5, 1.239586813640468
2.0, 1.0058084215176843
2.0, 1.4381106210039931
1.5, 2.2331444081191494
1.5, 0.5590793852055718
1.0, 1.2523037330373525
1.0, 0.5456338623213255
1.5, 1.6831409787103724
1.5, 1.979261550175184
1.5, 2.469808311402442
1.5, 0.46521380998363293
1.0, -1.298914974229627
1.5, 1.185207922037629
2.0, 1.908296411853475
1.0, 0.43861958884619745
2.0, 2.2319082505534005
1.0, 1.196001983455789
1.5, 0.7679205854001857
1.0, -0.308110603392705
1.5, 1.5327031316855586
2.0, 1.0247483915797682
2.0, 2.3415620024700257
2.0, 2.5021249250224473
1.5, 3.2796938951166617
1.0, 0.738964409238897
1.5, 0.23459010104716005
1.0, 1.7682825871217223
1.0, 0.3142559214889239
1.5, 1.7784358514606464
2.0, 2.707739804181738
1.0, -0.15576163631618778
1.5, 1.474750141163679
1.5, -0.8136700949774549
2.0, 1.9679120640696992
1.5, 0.44590243716076894
2.0, 0.9173859257331085
2.0, 0.6340288981944775
2.0, 1.9455072213513493
2.0, 2.480225241055966
2.0, 4.529777682167828
1.0, -0.2821886732303336
2.0, 3.0703462808759876
1.0, -0.7922711819021551
1.0, -0.7294913146742767
1.5, 1.9499769258590227
1.5, 3.3762098216258307
1.5, 2.3927811546187185
1.0, -1.3799195072129193
2.0, 2.602442142005097
1.5, 0.26461579140817904
1.5, 2.2614021701835325
1.5, 0.6504720423186663
2.0, 2.7317397414384406
1.5, 1.9925584271634227
1.0, 1.4658766165154982
2.0, 2.3664351378124513
1.5, 1.6936484673767935
1.5, 1.4975683329894036
2.0, 1.9217570294328326
2.0, -0.22538093153982786
1.0, 0.5381068660929098
1.5, 1.6337438684733854
2.0, 2.9467899613428936
1.5, 0.2866583535214964
2.0, 4.8808926363827965
2.0, 1.4496438088225105
2.0, 2.724329528551126
1.5, 1.8981614282321422
1.0, 1.8246802372271058
1.5, 2.089014194828045
1.0, 0.8269785991402265
1.5, 2.909761385745893
1.0, 0.9161879741321708
2.0, 3.176682793433886
1.5, 1.10530999883153
1.0, 1.7519986299002956
1.5, 2.4431930630688106
1.5, 1.6672827308733218
2.0, 1.7843709314559928
1.5, 0.8460080282535389
1.5, 1.8203299428405364
1.0, 1.036833587380567
2.0, 1.6799691640525942
2.0, 2.0923342989922236
1.5, 2.2523830774743883
1.0, 1.5383031997364405
1.5, 1.5197339778362853
2.0, 2.080012679309559
2.0, 1.6596195555953202
1.5, 2.6816019184229543
2.0, 1.1592018506571753
1.0, 0.4635542334693027
1.0, -0.641045632773795
1.0, 1.799191722430348
1.0, 0.9389880369640125
2.0, 2.015669386447551
1.5, 0.6548636116879647
1.5, 1.6837054606681665
1.0, 3.2887177863183243
1.0, 0.7305409499736656
1.5, 3.3877466017084465
1.5, 0.08916457397607624
2.0, 2.9277144785796296
2.0, 1.2156409331881863
2.0, 0.36161214407435116
2.0, 4.568100070153751
1.5, 0.8009043381028204
2.0, 3.327248551757158
2.0, 2.0501759442718486
1.5, 3.764569138663483
1.5, 2.6446635043194586
1.0, -0.2858583427489414
1.5, 0.025729442929729895
1.5, 2.5167293990076955
2.0, 0.3872031235632467
2.0, 2.8429444916361586
2.0, 2.566839470590732
1.5, 2.422684507704961
2.0, 2.9116568483656615
1.5, 2.060768637202902
1.5, 1.6987744612922195
1.5, 1.8290164446685158
1.0, 2.7304574974948315
1.5, 1.7110740260925947
2.0, 1.683357257681839
1.0, -0.08845787398353355
2.0, 3.459536421241912
1.5, 2.032116523168857
1.0, 1.7913195756724283
1.5, 1.7247445651499507
1.5, 1.457802443725134
1.5, 1.9444867128666834
2.0, 1.0013255350319494
2.0, 2.2341672462898816
1.5, 0.04328477290821553
2.0, 3.452842420067743
1.5, 1.837558212316004
1.0, 0.8910966866384213
1.0, 0.6863125446359475
1.0, 0.0698181826464418
2.0, 0.49366371425140154
1.5, 2.2873124350264735
1.5, 1.9478689338067177
1.0, 0.735094853332863
1.5, 0.8909793187778415
2.0, 3.3703309942827664
2.0, 3.1684881812672825
2.0, 2.1075890157903556
1.5, 1.3599214725596804
1.5, 2.2932571304103444
1.0, -0.46937912564377315
1.0, 2.3651662796730912
1.5, 2.3576091396802847
2.0, 0.3585176489962969
2.0, 2.039401611074852
1.0, 0.6675544466521133
2.0, 1.65687550056427
1.5, 0.353148421550737
1.5, 0.5315211664081798
1.0, 0.16641410279137725
2.0, 1.4262039239589113
2.0, 0.21476239583545054
2.0, 3.7091875240824645
1.0, 1.274818382144155
1.0, 0.45315980565015135
1.0, 0.9253430018748433
1.5, 2.121863385542065
1.5, 1.2044883453326793
2.0, 2.2292963730562247
2.0, 1.2183658559583574
1.0, 2.1949523813266305
1.5, 2.9736790139024483
2.0, 2.1126584221614686
2.0, 1.7928424608073026
1.0, 1.0085101084784964
1.5, 1.9107009604717884
1.5, 2.0920864532540717
2.0, 1.6492664408551574
1.5, 1.3258778203592128
2.0, 2.6868487536189205
1.5, 1.1205088026454708
1.0, 1.0268673056578126
1.5, 2.001896589498705
2.0, 3.478610117767059
1.0, 0.3596585144259693
1.5, -1.3585701344054475
1.5, 2.2012834582983105
1.5, 1.8725711929000481
1.5, 1.6550972135745052
2.0, 2.0883705605150147
1.5, 1.0042453973540204
2.0, 1.740431712099483
1.0, -0.6137271743869466
1.0, -0.3910021800262644
2.0, 1.972776974449232
1.0, 1.7550638656117399
2.0, 1.153792726942843
1.5, 2.2372737180778377
1.0, -0.7099800936985825
1.5, 1.6193442598855579
1.0, 0.7576174038710137
1.5, 0.272420546362633
2.0, 2.812683877932235
2.0, 2.2267951641819987
2.0, 3.5869264274599537
2.0, 2.760586385874443
1.5, 2.72733481438664
1.5, 3.346149432339172
1.5, 3.1982809875904143
2.0, 3.543017963087463
1.0, 1.4319022400363837
2.0, 1.3196997609620897
2.0, 2.507877666200484
1.5, 0.9349606612524592
2.0, 2.485255049908448
1.0, -0.20849900117621756
1.5, 2.0290324447052566
2.0, -0.32595964018652923
2.0, 2.0292724553348847
2.0, 0.7759087998899377
